,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
1255,1256,MN010,"HRA OF THE CITY OF SOUTH ST PAUL, MINNESOTA",6515543270,6515543271.0,,6515543278.0,,rgarcia@southstpaul.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),297,0,297
1108,1109,IL122,Housing Authority of the County of Boone,8155440084,8155444107.0,alanzais@wchauthority.com,8159883882.0,,azais@nireach.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),297,297,0
1105,1106,NE175,South Sioux City Housing Agency,4024947514,4024947593.0,bmathis@southsiouxcity.org,4024947514.0,4024947593.0,bmathis@southsiouxcity.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),297,297,0
3650,3651,TX033,Housing Authority of Corsicana,9038725643,9038729128.0,caroline@corsiha.com,9038725643.0,,caroline@corsiha.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),297,0,297
2526,2527,MI119,Iron County Housing Commission,9068756060,9068753430.0,ichc@up.net,9068756060.0,9068753430.0,ichc@up.net,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),297,228,69
500,501,MD027,City Of Westminster Housing Office,4108482261,4108760865.0,ebrown@westgov.com,4108482261.0,4108760865.0,ebrown@westgov.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),297,297,0
823,824,MO018,Housing Authority of the City of Kennett,5738884612,5738884613.0,vmcrill@clgw.net,5738884612.0,5738884613.0,vmcrill@clgw.net,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),297,0,297
3160,3161,TX020,Housing Authority of the City of Bryan,9798222013,9797798357.0,rissina@bryanhousing.org,9798222013.0,9797798357.0,rissina@bryanhousing.org,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),298,0,298
671,672,DC880,Community Connections,2026084764,2025447284.0,jcole@ccdc1.org,2025484897.0,,mscotchmer@ccdc1.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),298,298,0
2582,2583,LA054,Housing Authority of Ruston,3182553644,3182519103.0,wwhittington@rustonhousing.org,3182553644.0,3182519103.0,wwhittington@rustonhousing.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),298,0,298
2492,2493,AL010,Fairfield Housing Authority,2059238017,2059235574.0,seady@fairfieldha.org,2059238017.0,2059259711.0,seady@fairfieldha.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),298,0,298
2688,2689,TX078,Housing Authority of Sherman,9038933139,9038939064.0,svanderveer@shermanha.com,9038933139.0,9038939064.0,svanderveer@shermanha.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),298,0,298
667,668,PA077,COUNTY OF POTTER HOUSING AUTHORITY,8142747031,8142740738.0,pcha@zitomedia.net,8142747031.0,8142740738.0,PCHA@ZITOMEDIA.NET,Advisory,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),298,298,0
2962,2963,AR012,Arkadelphia Housing Authority,5013214711,8702463202.0,njarmon@hshousing.org,5013214711.0,,njarmon@hshousing.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),298,198,100
2418,2419,SD055,Vermillion Housing and Redevelopment Commissi,6056777191,6056777192.0,vermillionhousing@yahoo.com,6056777191.0,6056777192.0,vermillionhousing@yahoo.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),299,299,0
153,154,MA045,Weymouth Housing Authority,7813312323,7813358214.0,mflaherty@weymouthhousing.org,7813312323.0,7813358214.0,mflaherty@weymouthhousing.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),299,229,70
3432,3433,AL189,Top of Alabama Regional Housing Authority,2565939164,2565939168.0,tarha@hiwaay.net,2565939164.0,2565939168.0,tarha@hiwaay.net,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),299,0,299
268,269,ME018,Old Town Housing Authority,2078276151,2078271502.0,hacot@oldtownhousing.net,2078276151.0,2078271502.0,lmiller@oldtownhousing.net,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),299,213,86
1217,1218,IL124,East Peoria Housing Authority,3096984718,3094274719.0,latoyabrown@eastpeoriahousingauthority.com,3096984718.0,3096984719.0,latoyabrown@eastpeoriahousingauthority.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),300,300,0
3429,3430,TX229,Housing Authority of Diboll,9368295440,9368292276.0,tx-229y@consolidated.net,9368295440.0,9368292276.0,tx-229y@consolidated.net,Substandard Financial,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),300,0,300
1206,1207,MN006,"HRA of WINONA, MINNESOTA",5074543665,5074548173.0,tschott@winonahra.org,5074543665.0,,tschott@winonahra.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),300,0,300
2890,2891,LA011,Housing Authority of Westwego,5043415255,5043415545.0,cantrese@wegohousing.com,5043045845.0,5043515455.0,Cantrese@wegohousing.com,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),300,0,300
927,928,NC023,Housing Authority of the Town of Mount Airy,3367868321,3367862340.0,mtairyhousing@embarqmail.com,3367868321.0,3367862340.0,frankie@maha-nc.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),300,0,300
698,699,PA079,HOUSING AUTHORITY OF THE COUNTY OF WARREN,8147232312,8147269882.0,tonya@hacwpa.com,8147232312.0,8147269882.0,tonya@hacwpa.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),301,69,232
2453,2454,KY138,Danville Community Development Agency,8592360039,8592360039.0,renewalu@bellsouth.net,6065104954.0,8592360039.0,renewalu@bellsouth.net,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),301,301,0
1045,1046,MN008,"HRA of FERGUS FALLS, MINNESOTA",2187393249,2187364706.0,ffhra@fergusfallshra.com,2187393249.0,2187364706.0,mikel@fergusfallshra.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),301,234,67
185,186,MA063,Melrose Housing Authority,7816651622,7816656043.0,jholt@Melroseha.com,7816651622.0,,jholt@melroseha.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),301,301,0
2804,2805,AL060,HA RUSSELLVILLE,2563321561,2563321568.0,rha@hiwaay.net,2563321561.0,2563321568.0,rha@hiwaay.net,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),302,93,209
3378,3379,OH053,Clinton Metropolitian Housing Authority,9373825749,9373831210.0,nathan@clintonmha.com,7408238035.0,,nathan@hockingmha.org,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),302,302,0
1291,1292,SD048,Lawrence County Housing & Redevelopment Commi,6053473384,6053472861.0,lori@mchasd.org,6053473384.0,6053472861.0,lori@mchasd.org,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),303,303,0
1748,1749,TN048,Lawrenceburg Housing Authority,9317627532,9317660698.0,houseaut@lawrenceburgha.org,9317627532.0,9317660698.0,houseaut@lawrenceburgha.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),303,0,303
3441,3442,TN055,Harriman Housing Authority,8658829636,8658829670.0,ahall@harrimanhsg.org,8658829636.0,8658829670.0,ahall@harrimanhsg.org,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),304,0,304
1868,1869,MN192,DOUGLAS COUNTY HRA,3207623848,3207623034.0,emajean.ford@douglascountyhra.org,3207623848.0,,emajean.ford@douglascountyhra.org,Substandard Financial,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),304,276,28
2126,2127,IN079,Housing Authority of the City of Elwood,7655522148,7655520921.0,elwoodha@att.net,7655522148.0,7655520921.0,elwoodha@att.net,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),304,304,0
658,659,MO036,Housing Authority of the City of Caruthersville,5733334461,5733331404.0,cha4@cosmowireless.net,5733334461.0,5733331404.0,cha1@cosmowireless.net,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),304,0,304
3527,3528,KY035,Housing Authority of Prestonsburg,6068862717,6068863839.0,pha.treys@gmail.com,6068862717.0,6068863839.0,pha.treys@gmail.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),304,144,160
1470,1471,WI237,Portage County Housing Authority,7153461392,7153436259.0,ciesles@pchousingauthority.com,7153461392.0,7153436259.0,ciesles@pchousingauthority.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),305,305,0
537,538,NY093,Olean Housing Authority,7163728262,7163734741.0,akivari@oleanhousing.org,7163728262.0,7163734741.0,akivari@oleanhousing.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),306,0,306
3049,3050,LA044,Housing Authority of the City of Thibodaux,9854472904,9854481026.0,beryl@thibodauxhousing.com,9854472904.0,,beryl@thibodauxhousing.com,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),306,0,306
511,512,NY065,Norwich Housing Authority,6073345358,6073345065.0,tcobb@norwichhousing.org,6073345358.0,6073345065.0,tcobb@norwichhousing.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),306,207,99
1559,1560,WI113,"Housing Authority of the City of Oshkosh, WI",9204241450,9204241474.0,wendyf@ohawcha.org,9204241470.0,9204241474.0,wendyf@ohawcha.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),306,0,306
618,619,PA065,CLEARFIELD COUNTY HOUSING AUTHORITY,8147652485,8147652487.0,ksosman@clearfieldhousing.org,8147652485.0,8147652487.0,ksosman@clearfieldhousing.org,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),306,126,180
3096,3097,AR039,Wynne Housing Authority,8702387671,8702380305.0,sweaver@ipa.net,8702383842.0,8702380305.0,sweaver@ipa.net,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),306,236,70
788,789,NY159,Village of Rockville Centre,5166782661,5166789306.0,MMCLOUGHLIN@RVCNY.US,5166789241.0,5166789204.0,MMCLOUGHLIN@RVCNY.US,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),307,307,0
643,644,WV010,Housing Authority of the City of Keyser,3047882225,3047885025.0,miller@keyserha.com,3047882225.0,3047885025.0,miller@keyserha.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),307,222,85
2214,2215,IN092,Housing Authority of the City of Logansport,5747534666,5747539877.0,mmcbridelha@gmail.com,5747534666.0,,mmcbridelha@gmail.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),307,307,0
919,920,NC089,Bladenboro Housing Authority,9108634919,9108633000.0,scraig@bladenhousing.org,9108634919.0,9108633000.0,scraig@bladenhousing.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),307,232,75
605,606,DE003,Newark Housing Authority,3023660826,3023668212.0,mjordan@newarkhousingauthority.net,3023660826.0,3023668212.0,mjordan@newarkhousingauthority.net,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),308,212,96
124,125,RQ012,MUNICIPALITY OF AGUADILLA,7878911005,7878912505.0,rq0012@gmail.com,7878911005.0,,rrosario@miaguadilla.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),308,308,0
761,762,MN212,WASHINGTON COUNTY CDA,6514580936,6514581696.0,MelissaT@washingtoncountycda.org,6512022821.0,6514581696.0,MelissaT@washingtoncountycda.org,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),308,259,49
1453,1454,WI011,Marshfield Community Development Authority,7153870528,7153892184.0,Carol.Kerper@marshfieldcda.com,7153870528.0,7153892184.0,Mary.JamesMork@marshfieldcda.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),308,99,209
1053,1054,IL104,Woodford County Housing Authority,3094674623,3094676927.0,wcha_dg@mtco.com,3094674623.0,3094676927.0,wcha_dg@mtco.com,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),308,244,64
2275,2276,AZ025,South Tucson Housing Authority,5206238481,5207700051.0,stha@southtucson.org,5205616007.0,,irobles@southtucson.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),308,136,172
516,517,VA029,Cumberland Plateau Regional Housing Authority,2768894910,2768894615.0,kviers@bvu.net,2768894910.0,2768894615.0,kviers@bvu.net,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),308,0,308
2759,2760,TX201,Falfurrias Housing Authority,3613255631,3613253391.0,falfurriashousing@outlook.com,3613255631.0,3613253391.0,falfurriashousing@outlook.com,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),308,185,123
323,324,CT042,Hamden Housing Authority,2032489036,2032485505.0,hhahazel@aol.com,2032489036.0,2032485505.0,hhahazel@aol.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),309,309,0
759,760,NC050,Wadesboro Housing Authority,7046944852,7046943999.0,wadesborohousing@windstream.net,7046944852.0,7046943999.0,wadesborohousing@windstream.net,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),309,135,174
2729,2730,AR117,Polk County Housing Authority,4793941565,4793947026.0,d.shrader@housingpolkar.com,4793941565.0,4793947026.0,d.shrader@housingpolkar.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),309,129,180
2110,2111,IA119,Low Rent Housing Agency of Knoxville,6418287371,6418286911.0,sswartz@windstream.net,6418287371.0,6418286911.0,sswartz@windstream.net,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),310,263,47
1098,1099,NC077,Williamston Housing Authority,2527927571,2527923965.0,exd@williamstonhousingauthority.org,2527927571.0,2527923965.0,exd@williamstonhousingauthority.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),311,161,150
387,388,NJ068,Dover Housing Authority,9733619444,9733616204.0,admin@doverhousing.org,9733619444.0,9733616204.0,admin@doverhousing.org,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),311,252,59
2006,2007,CO040,Delta Housing Authority,9708747266,9708748612.0,director@deltahousingauthority.org,9708747266.0,9708748612.0,director@deltahousingauthority.org,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),311,236,75
1800,1801,SC059,MARLBORO CO HSG & REDEV AUTHORITY,8436694163,8436792626.0,pstevens@hafsc.org,8436694163.0,8436792626.0,abradley@hafsc.org,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),312,258,54
726,727,VA031,Scott County Redev. & Housing Authority,2764312022,2764312004.0,sues@scrhousing.org,2764312022.0,2764312004.0,sues@scrhousing.org,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),312,201,111
2785,2786,OK032,Housing Authority of the City of Seminole,4053823081,4053823082.0,ok032@sbcglobal.net,4052756330.0,,diane@shawneeha.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),312,192,120
2572,2573,OK111,Housing Authority of the City of Ponca City,5807624445,5807628770.0,pcha@pchaok.com,5807624445.0,,pcha@pchaok.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),313,138,175
2300,2301,MI036,Sault Ste Marie Housing Commission,9066355841,9066359500.0,candy@saulthousing.com,9066355841.0,9066359500.0,candy@saulthousing.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),313,50,263
1525,1526,TN033,Highlands Residential Services,9315269793,9315265841.0,dharris@highlandsrs.com,9315269793.0,9315268541.0,dharris@highlandsrs.com,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),314,0,314
2891,2892,LA194,Thibodaux City,9854467217,9854467226.0,cdbg@ci.thibodaux.la.us,9854467217.0,9854467226.0,cdbg@ci.thibodaux.la.us,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),314,314,0
1740,1741,SC029,HOUSING AUTHORITY OF HARTSVILLE,8433329244,8433839250.0,kfunderburk@hartsvilleha.org,8433321583.0,8433839250.0,kfunderburk@hartsvilleha.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),314,214,100
694,695,MD005,Housing Authority of the City of Cumberland,3017246606,3017248731.0,michele.bender@cumberlandhousing.org,3017246606.0,3017248731.0,michele.bender@cumberlandhousing.org,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),315,0,315
1280,1281,MO149,Housing Authority of the City of Rolla,5733646460,5733647659.0,jcape@rollahousingauthority.com,5733646460.0,5733647659.0,jcape@rollahousingauthority.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),315,165,150
1718,1719,SC018,HOUSING AUTHORITY OF LAKE CITY,8433743541,8433743542.0,mfountain@lakecityha.net,8433743541.0,,mfountain@lakecityha.net,High Performer,VERY SMALL (0-49),MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),316,316,0
1021,1022,IL117,"Housing Authority of the County of McLean, Ill.",3098293360,3098294644.0,jeremyh@bloomingtonha.com,3098293360.0,3098289029.0,jeremyh@bloomingtonha.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),316,316,0
3193,3194,LA063,Housing Authority of the City of Sulphur,3375275248,3375270681.0,vena60@bellsouth.net,3375275248.0,3375270681.0,executive.director@sulphurhousing.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),317,190,127
1305,1306,PA045,HOUSING AUTHORITY OF THE COUNTY OF GREENE,7246276523,7246276522.0,gcha@windstream.net,7248522152.0,7246276522.0,ldefrancesco@greenecountyha.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM HIGH (300-999),317,33,284
2455,2456,IA132,Iowa Northland Regional Housing Authority,3194835079,3194835078.0,nchristopher@iowanorthlandregional.org,3194835079.0,3194835078.0,nchristopher@iowanorthlandregional.org,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),317,317,0
596,597,PA029,SOMERSET COUNTY HOUSING AUTHORITY,8146295147,8146297394.0,gcharlton2@comcast.net,8146297366.0,8146297394.0,gcharlton2@comcast.net,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),317,96,221
2855,2856,OH067,Harrison Metropolitian Housing Authority,7409428372,7409428337.0,dyeater@harrisonmha.com,7409428372.0,7409428337.0,dyeater@harrisonmha.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),318,268,50
2401,2402,FL147,Citrus County Housing Services,3525277520,3525277521.0,Michelle.Alford@citrusbocc.com,3525277520.0,,Michelle.Alford@citrusbocc.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),318,318,0
2229,2230,OH045,Darke County Metropolitian Housing Authority,9375485380,9375488397.0,julie.lecklider@mvcap.com,9375485380.0,9375488397.0,julie.lecklider@mvcap.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),318,318,0
2230,2231,IN091,Housing Authority of the City of Peru,7654736601,7654736607.0,phasef1@comcast.net,7654736601.0,7654736607.0,phasef1@comcast.net,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),319,216,103
255,256,RI024,East Greenwich Housing Authority,4018852610,4018854166.0,tjohnson@eghousing.com,4018852610.0,4018854166.0,tjohnson@eghousing.com,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),320,292,28
1534,1535,IL048,Perry County Housing Authority,6185425409,6185424532.0,pcha@accessus.net,6185425409.0,6185424532.0,shubler.pcha@gmail.com,Standard Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),320,0,320
214,215,RI008,Town of Westerly Housing Authority,4015964918,4013480714.0,landrew@westerlyhousing.org,4015964918.0,4013480714.0,landrew@westerlyhousing.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),321,198,123
3004,3005,CA066,SUISUN CITY HOUSING AUTHORITY,7074217332,7074293758.0,jgoltiao@suisun.com,7074217332.0,7074213758.0,jgoltiao@suisun.com,,,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),322,322,0
1972,1973,NE004,Kearney Housing Agency,3082343000,3082373113.0,director@kearneyhousingagency.com,3082343000.0,3082373113.0,director@kearneyhousingagency.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),323,151,172
2191,2192,IN025,Housing Authority of the City of Charlestown,8122566311,8122563386.0,leighcha@mw.twcbc.com,8122566311.0,8122563386.0,leighcha@mw.twcbc.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM HIGH (300-999),323,73,250
3540,3541,TN058,Greeneville Housing Authority,4236383111,4236382489.0,grneha@comcast.net,4236383111.0,4236382489.0,rmagreenevilleha@comcast.net,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),324,0,324
1900,1901,KS017,Atchison Housing Authority,9133673323,9133676002.0,abigailperdue@atchisonhousing.org,9133673323.0,9133676002.0,director@atchisonhousing.org,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),325,137,188
